frame_id,track_id,x,y,w,h,confidence,global_id,similarity,label
480,1,434,151,206,359,0.8645,1,0.8470,Khiem
480,2,35,172,166,322,0.8254,1,0.7782,Unknown
481,1,432,150,208,359,0.8664,1,0.8470,Khiem
481,2,35,173,166,320,0.8277,1,0.7782,Unknown
482,1,431,150,208,358,0.8660,1,0.8470,Khiem
482,2,34,173,166,320,0.8355,1,0.7782,Unknown
483,1,431,150,210,359,0.8693,1,0.8470,Khiem
483,2,34,173,166,320,0.8311,1,0.7782,Unknown
484,1,432,149,211,360,0.8674,1,0.8470,Khiem
484,2,33,173,166,320,0.8306,1,0.7782,Unknown
485,1,433,149,211,360,0.8702,1,0.8470,Khiem
485,2,33,172,166,321,0.8219,1,0.7782,Unknown
486,1,433,148,211,360,0.8716,1,0.8470,Khiem
486,2,33,172,166,322,0.8224,1,0.7782,Unknown
487,1,435,148,210,359,0.8745,1,0.8470,Khiem
487,2,33,172,167,323,0.8171,1,0.7782,Unknown
488,1,437,148,208,356,0.8749,1,0.8470,Khiem
488,2,32,172,167,323,0.8215,1,0.7782,Unknown
489,1,437,148,207,353,0.8735,1,0.8470,Khiem
489,2,31,172,167,324,0.8167,1,0.7782,Unknown
490,1,436,148,207,350,0.8707,1,0.8470,Khiem
490,2,31,172,166,319,0.8009,1,0.7782,Unknown
491,1,434,148,206,347,0.8674,1,0.8470,Khiem
491,2,33,171,166,316,0.7936,1,0.7782,Unknown
492,1,431,149,207,347,0.8696,1,0.8470,Khiem
492,2,30,171,168,317,0.8059,1,0.7782,Unknown
493,1,428,150,208,346,0.8701,1,0.8470,Khiem
493,2,28,171,171,318,0.7999,1,0.7782,Unknown
494,1,427,150,207,340,0.8623,1,0.8470,Khiem
494,2,27,171,173,320,0.8097,1,0.7782,Unknown
495,1,424,150,206,336,0.8608,1,0.8470,Khiem
495,2,27,171,174,319,0.8116,1,0.7782,Unknown
496,1,420,151,208,338,0.8537,1,0.8470,Khiem
496,2,26,171,175,321,0.8127,1,0.7782,Unknown
497,1,417,152,208,338,0.8381,1,0.8470,Khiem
497,2,28,171,173,315,0.7911,1,0.7782,Unknown
498,1,418,152,208,339,0.8261,1,0.8470,Khiem
498,2,30,171,172,312,0.7945,1,0.7782,Unknown
499,1,419,154,209,343,0.8211,1,0.8470,Khiem
499,2,30,170,171,310,0.7641,1,0.7782,Unknown
500,1,421,155,208,343,0.8335,1,0.8470,Khiem
500,2,30,170,168,307,0.7546,1,0.7782,Unknown
501,1,421,157,205,339,0.8353,1,0.8470,Khiem
501,2,28,170,169,309,0.7269,1,0.7782,Unknown
502,1,420,159,203,335,0.8349,1,0.8470,Khiem
502,2,28,169,170,312,0.7299,1,0.7782,Unknown
503,1,419,162,201,329,0.8343,1,0.8470,Khiem
503,2,26,169,171,317,0.7216,1,0.7782,Unknown
504,1,416,165,201,325,0.8394,1,0.8470,Khiem
504,2,23,169,171,320,0.7205,1,0.7782,Unknown
505,1,411,169,202,326,0.8398,1,0.8470,Khiem
505,2,22,169,169,319,0.7223,1,0.7782,Unknown
505,3,87,170,148,279,0.6458,1,0.7086,Unknown
506,1,406,172,201,322,0.8350,1,0.8470,Khiem
506,2,22,168,167,318,0.7209,1,0.7782,Unknown
506,3,87,171,148,278,0.6663,1,0.7086,Unknown
507,1,403,176,198,315,0.8407,1,0.8470,Khiem
507,2,21,168,166,320,0.7255,1,0.7782,Unknown
507,3,84,171,150,284,0.6624,1,0.7086,Unknown
508,1,399,180,194,306,0.8489,1,0.8470,Khiem
508,2,21,168,165,323,0.7250,1,0.7782,Unknown
508,3,83,171,154,291,0.6659,1,0.7086,Unknown
509,1,395,183,190,296,0.8475,1,0.8470,Khiem
509,2,21,167,165,328,0.7282,1,0.7782,Unknown
509,3,83,171,156,297,0.6605,1,0.7086,Unknown
510,1,390,185,191,293,0.8480,1,0.8470,Khiem
510,2,17,166,162,327,0.7188,1,0.7782,Unknown
510,3,82,171,153,293,0.6147,1,0.7086,Unknown
511,1,386,186,191,290,0.8535,1,0.8470,Khiem
511,2,15,166,161,328,0.7143,1,0.7782,Unknown
511,3,82,171,153,293,0.5717,1,0.7086,Unknown
512,1,381,188,192,289,0.8591,1,0.8470,Khiem
512,2,18,166,159,329,0.7149,1,0.7782,Unknown
512,3,83,171,152,293,0.5973,1,0.7086,Unknown
513,1,376,189,194,288,0.8641,1,0.8470,Khiem
513,2,20,165,158,330,0.7042,1,0.7782,Unknown
513,3,84,170,150,293,0.5088,1,0.7086,Unknown
514,1,373,189,194,285,0.8688,1,0.8470,Khiem
514,2,23,165,156,329,0.6824,1,0.7782,Unknown
515,1,369,189,197,287,0.8666,1,0.8470,Khiem
515,2,25,165,154,326,0.6687,1,0.7782,Unknown
516,1,365,189,201,289,0.8680,1,0.8470,Khiem
516,2,36,165,156,327,0.6969,1,0.7782,Unknown
517,1,361,186,203,291,0.8644,1,0.8470,Khiem
517,2,44,164,159,328,0.7115,1,0.7782,Unknown
518,1,358,183,206,292,0.8687,1,0.8470,Khiem
518,2,51,164,164,333,0.7339,1,0.7782,Unknown
519,1,354,180,210,297,0.8692,1,0.8470,Khiem
519,2,56,164,166,332,0.7475,1,0.7782,Unknown
520,1,351,175,213,302,0.8638,1,0.8470,Khiem
520,2,62,163,165,322,0.7521,1,0.7782,Unknown
521,1,350,171,215,304,0.8633,1,0.8470,Khiem
521,2,60,163,168,321,0.7531,1,0.7782,Unknown
522,1,348,169,218,309,0.8629,1,0.8470,Khiem
522,2,57,163,170,323,0.7628,1,0.7782,Unknown
523,1,346,166,221,313,0.8620,1,0.8470,Khiem
523,2,61,163,172,320,0.7451,1,0.7782,Unknown
524,1,344,164,223,316,0.8484,1,0.8470,Khiem
524,2,65,164,172,315,0.7622,1,0.7782,Unknown
525,1,342,163,225,320,0.8455,1,0.8470,Khiem
525,2,65,163,178,319,0.7621,1,0.7782,Unknown
526,1,329,160,234,330,0.8682,1,0.8470,Khiem
526,2,62,162,181,321,0.7750,1,0.7782,Unknown
527,1,321,158,234,327,0.8714,1,0.8470,Khiem
527,2,60,161,183,321,0.8043,1,0.7782,Unknown
528,1,311,155,241,333,0.8784,1,0.8470,Khiem
528,2,59,161,184,320,0.8139,1,0.7782,Unknown
529,1,306,154,245,334,0.8795,1,0.8470,Khiem
529,2,56,160,187,322,0.8207,1,0.7782,Unknown
530,1,303,154,248,336,0.8780,1,0.8470,Khiem
530,2,55,160,192,326,0.8354,1,0.7782,Unknown
531,1,299,153,258,346,0.8818,1,0.8470,Khiem
531,2,50,160,199,332,0.8274,1,0.7782,Unknown
532,1,294,151,265,356,0.8817,1,0.8470,Khiem
532,2,51,159,201,330,0.8464,1,0.7782,Unknown
533,1,290,147,274,368,0.8770,1,0.8470,Khiem
533,2,54,159,202,327,0.8588,1,0.7782,Unknown
534,1,289,143,273,367,0.8727,1,0.8470,Khiem
534,2,52,159,207,329,0.8627,1,0.7782,Unknown
535,1,286,140,275,372,0.8775,1,0.8470,Khiem
535,2,49,159,212,332,0.8584,1,0.7782,Unknown
536,1,287,137,272,370,0.8747,1,0.8470,Khiem
536,2,45,160,216,332,0.8639,1,0.7782,Unknown
537,1,286,134,275,375,0.8713,1,0.8470,Khiem
537,2,42,159,219,330,0.8613,1,0.7782,Unknown
538,1,288,131,271,370,0.8630,1,0.8470,Khiem
538,2,40,160,221,325,0.8601,1,0.7782,Unknown
539,1,286,127,275,378,0.8728,1,0.8470,Khiem
539,2,35,159,226,327,0.8623,1,0.7782,Unknown
540,1,283,124,279,387,0.8784,1,0.8470,Khiem
540,2,29,159,233,331,0.8608,1,0.7782,Unknown
541,1,284,123,275,385,0.8689,1,0.8470,Khiem
541,2,25,158,236,330,0.8593,1,0.7782,Unknown
542,1,283,123,276,389,0.8780,1,0.8470,Khiem
542,2,7,157,252,346,0.8565,1,0.7782,Unknown
543,1,282,123,276,390,0.8779,1,0.8470,Khiem
543,2,7,157,253,341,0.8623,1,0.7782,Unknown
544,1,281,123,274,390,0.8870,1,0.8470,Khiem
544,2,3,158,257,340,0.8606,1,0.7782,Unknown
545,1,281,125,271,387,0.8861,1,0.8470,Khiem
545,2,-9,157,268,349,0.8518,1,0.7782,Unknown
546,1,284,132,260,369,0.8829,1,0.8470,Khiem
546,2,-17,156,277,354,0.8643,1,0.7782,Unknown
547,1,286,137,253,356,0.8869,1,0.8470,Khiem
547,2,-20,155,283,355,0.8625,1,0.7782,Unknown
548,1,284,141,252,353,0.8906,1,0.8470,Khiem
548,2,-22,157,286,354,0.8717,1,0.7782,Unknown
549,1,284,146,247,342,0.8904,1,0.8470,Khiem
549,2,-24,157,290,353,0.8680,1,0.7782,Unknown
550,1,284,151,242,332,0.8898,1,0.8470,Khiem
550,2,-26,158,294,354,0.8728,1,0.7782,Unknown
551,1,283,156,238,320,0.8803,1,0.8470,Khiem
551,2,-27,158,297,353,0.8704,1,0.7782,Unknown
552,1,277,157,245,326,0.8826,1,0.8470,Khiem
552,2,-29,158,300,352,0.8676,1,0.7782,Unknown
553,1,273,159,249,327,0.8785,1,0.8470,Khiem
553,2,-31,157,306,354,0.8636,1,0.7782,Unknown
554,1,266,161,254,330,0.8581,1,0.8470,Khiem
554,2,-33,155,312,358,0.8596,1,0.7782,Unknown
555,1,267,165,248,317,0.8337,1,0.8470,Khiem
555,2,-37,150,319,364,0.8590,1,0.7782,Unknown
556,1,266,166,246,309,0.8253,1,0.8470,Khiem
556,2,-40,145,328,373,0.8660,1,0.7782,Unknown
557,1,261,167,245,302,0.8063,1,0.8470,Khiem
557,2,-42,141,334,379,0.8676,1,0.7782,Unknown
558,1,260,168,242,295,0.8491,1,0.8470,Khiem
558,2,-46,135,342,387,0.8791,1,0.7782,Unknown
559,1,253,170,250,302,0.8610,1,0.8470,Khiem
559,2,-48,132,346,393,0.8785,1,0.7782,Unknown
560,1,244,169,258,312,0.8736,1,0.8470,Khiem
560,2,-50,130,352,400,0.8766,1,0.7782,Unknown
561,1,235,168,265,323,0.8779,1,0.8470,Khiem
561,2,-52,130,356,407,0.8737,1,0.7782,Unknown
562,1,223,165,272,336,0.8641,1,0.8470,Khiem
562,2,-52,130,358,411,0.8664,1,0.7782,Unknown
563,1,210,158,281,353,0.8511,1,0.8470,Khiem
563,2,-52,132,360,414,0.8616,1,0.7782,Unknown
564,1,196,152,286,366,0.8066,1,0.8470,Khiem
564,2,-51,133,360,415,0.8505,1,0.7782,Unknown
565,1,184,147,287,377,0.8162,1,0.8470,Khiem
565,2,-50,133,363,419,0.8495,1,0.7782,Unknown
566,1,181,148,274,368,0.8299,1,0.8470,Khiem
566,2,-49,132,362,419,0.8577,1,0.7782,Unknown
567,1,172,137,272,375,0.8161,1,0.8470,Khiem
567,2,-45,141,348,401,0.8241,1,0.7782,Unknown
568,1,168,131,270,384,0.8356,1,0.8470,Khiem
568,2,-45,140,350,403,0.8312,1,0.7782,Unknown
569,1,165,130,268,394,0.8491,1,0.8470,Khiem
569,2,-45,141,350,404,0.8358,1,0.7782,Unknown
570,1,163,128,263,400,0.8517,1,0.8470,Khiem
570,2,-45,142,350,404,0.8348,1,0.7782,Unknown
571,1,165,128,256,401,0.8560,1,0.8470,Khiem
571,2,-47,136,356,411,0.8495,1,0.7782,Unknown
572,1,168,128,247,399,0.8556,1,0.8470,Khiem
572,2,-46,133,356,411,0.8522,1,0.7782,Unknown
573,1,172,129,237,393,0.8541,1,0.8470,Khiem
573,2,-45,132,357,413,0.8647,1,0.7782,Unknown
574,1,177,128,229,389,0.8416,1,0.8470,Khiem
574,2,-46,131,359,417,0.8614,1,0.7782,Unknown
575,1,180,128,223,387,0.8412,1,0.8470,Khiem
575,2,-46,130,358,419,0.8619,1,0.7782,Unknown
576,1,181,129,218,386,0.8386,1,0.8470,Khiem
576,2,-50,139,337,397,0.8422,1,0.7782,Unknown
577,1,182,129,217,389,0.8467,1,0.8470,Khiem
577,2,-50,141,327,389,0.8418,1,0.7782,Unknown
578,1,183,129,214,391,0.8419,1,0.8470,Khiem
578,2,-51,143,320,385,0.8299,1,0.7782,Unknown
579,1,184,129,209,387,0.8506,1,0.8470,Khiem
579,2,-46,149,306,371,0.8236,1,0.7782,Unknown
580,1,183,129,206,389,0.8576,1,0.8470,Khiem
580,2,-48,144,308,378,0.8234,1,0.7782,Unknown
581,1,185,129,201,386,0.8580,1,0.8470,Khiem
581,2,-45,142,306,381,0.8356,1,0.7782,Unknown
582,1,187,130,197,384,0.8499,1,0.8470,Khiem
582,2,-43,143,303,382,0.8452,1,0.7782,Unknown
583,1,187,130,194,383,0.8528,1,0.8470,Khiem
583,2,-37,148,294,377,0.8527,1,0.7782,Unknown
584,1,187,130,191,383,0.8480,1,0.8470,Khiem
584,2,-34,154,285,371,0.8404,1,0.7782,Unknown
585,1,185,130,189,384,0.8496,1,0.8470,Khiem
585,2,-32,158,274,363,0.8450,1,0.7782,Unknown
586,1,183,131,187,386,0.8392,1,0.8470,Khiem
586,2,-30,163,269,364,0.8452,1,0.7782,Unknown
587,1,183,134,181,378,0.8372,1,0.8470,Khiem
587,2,-16,164,253,353,0.8213,1,0.7782,Unknown
588,1,184,138,177,373,0.8336,1,0.8470,Khiem
588,2,-20,164,250,355,0.8373,1,0.7782,Unknown
589,1,184,138,175,374,0.8308,1,0.8470,Khiem
589,2,-21,164,249,362,0.8421,1,0.7782,Unknown
590,1,185,140,171,370,0.8420,1,0.8470,Khiem
590,2,-17,164,243,361,0.8673,1,0.7782,Unknown
591,1,186,140,170,371,0.8291,1,0.8470,Khiem
591,2,-9,164,235,358,0.8775,1,0.7782,Unknown
592,1,189,140,168,370,0.8427,1,0.8470,Khiem
592,2,4,163,224,354,0.8647,1,0.7782,Unknown
593,1,192,139,168,370,0.8443,1,0.8470,Khiem
593,2,12,162,214,351,0.8566,1,0.7782,Unknown
594,1,194,138,167,370,0.8214,1,0.8470,Khiem
594,2,16,161,209,354,0.8536,1,0.7782,Unknown
595,1,196,137,166,369,0.8574,1,0.8470,Khiem
595,2,19,161,203,355,0.8640,1,0.7782,Unknown
596,1,198,135,168,373,0.8738,1,0.8470,Khiem
596,2,23,160,197,356,0.8602,1,0.7782,Unknown
597,1,200,132,169,378,0.8726,1,0.8470,Khiem
597,2,27,160,192,356,0.8637,1,0.7782,Unknown
598,1,202,130,167,376,0.8805,1,0.8470,Khiem
598,2,30,160,187,355,0.8662,1,0.7782,Unknown
599,1,204,129,165,374,0.8851,1,0.8470,Khiem
599,2,32,159,184,357,0.8676,1,0.7782,Unknown
600,1,206,128,166,378,0.8800,1,0.8470,Khiem
600,2,34,158,182,359,0.8714,1,0.7782,Unknown
601,1,208,126,165,380,0.8847,1,0.8470,Khiem
601,2,36,156,180,362,0.8792,1,0.7782,Unknown
602,1,210,125,164,380,0.8856,1,0.8470,Khiem
602,2,39,156,178,364,0.8775,1,0.7782,Unknown
603,1,212,125,161,379,0.8917,1,0.8470,Khiem
603,2,41,154,176,365,0.8761,1,0.7782,Unknown
604,1,215,124,160,378,0.8954,1,0.8470,Khiem
604,2,43,154,175,368,0.8722,1,0.7782,Unknown
605,1,218,123,158,378,0.8935,1,0.8470,Khiem
605,2,45,153,172,366,0.8742,1,0.7782,Unknown
606,1,220,123,158,380,0.8877,1,0.8470,Khiem
606,2,47,153,169,365,0.8670,1,0.7782,Unknown
607,1,223,123,157,381,0.8843,1,0.8470,Khiem
607,2,51,153,166,361,0.8607,1,0.7782,Unknown
608,1,225,123,156,383,0.8809,1,0.8470,Khiem
608,2,52,152,165,362,0.8674,1,0.7782,Unknown
609,1,228,123,153,379,0.8760,1,0.8470,Khiem
609,2,54,152,163,360,0.8702,1,0.7782,Unknown
610,1,231,123,152,380,0.8767,1,0.8470,Khiem
610,2,55,152,162,359,0.8680,1,0.7782,Unknown
611,1,233,123,151,381,0.8810,1,0.8470,Khiem
611,2,56,151,162,361,0.8680,1,0.7782,Unknown
612,1,234,123,150,382,0.8849,1,0.8470,Khiem
612,2,55,150,162,363,0.8634,1,0.7782,Unknown
613,1,235,124,149,381,0.8865,1,0.8470,Khiem
613,2,56,150,160,362,0.8645,1,0.7782,Unknown
614,1,236,125,147,378,0.8840,1,0.8470,Khiem
614,2,57,150,158,357,0.8704,1,0.7782,Unknown
615,1,235,125,148,380,0.8845,1,0.8470,Khiem
615,2,56,149,157,357,0.8758,1,0.7782,Unknown
616,1,234,125,148,380,0.8855,1,0.8470,Khiem
616,2,56,149,157,360,0.8674,1,0.7782,Unknown
617,1,233,125,148,381,0.8845,1,0.8470,Khiem
617,2,57,148,155,359,0.8696,1,0.7782,Unknown
618,1,233,125,147,379,0.8888,1,0.8470,Khiem
618,2,59,149,152,355,0.8715,1,0.7782,Unknown
619,1,233,125,146,376,0.8872,1,0.8470,Khiem
619,2,61,149,150,351,0.8464,1,0.7782,Unknown
620,1,232,125,145,376,0.8864,1,0.8470,Khiem
620,2,62,149,151,354,0.8481,1,0.7782,Unknown
621,1,231,125,145,375,0.8872,1,0.8470,Khiem
621,2,63,149,150,356,0.8575,1,0.7782,Unknown
622,1,230,125,144,374,0.8882,1,0.8470,Khiem
622,2,65,149,150,357,0.8685,1,0.7782,Unknown
623,1,230,125,144,372,0.8858,1,0.8470,Khiem
623,2,67,149,150,358,0.8708,1,0.7782,Unknown
624,1,230,126,143,370,0.8872,1,0.8470,Khiem
624,2,69,150,150,358,0.8738,1,0.7782,Unknown
625,1,230,126,143,368,0.8862,1,0.8470,Khiem
625,2,70,151,149,358,0.8708,1,0.7782,Unknown
626,1,229,125,143,371,0.8857,1,0.8470,Khiem
626,2,71,151,149,358,0.8704,1,0.7782,Unknown
627,1,229,125,144,370,0.8843,1,0.8470,Khiem
627,2,72,152,149,359,0.8766,1,0.7782,Unknown
628,1,230,125,144,371,0.8834,1,0.8470,Khiem
628,2,72,152,150,361,0.8728,1,0.7782,Unknown
629,1,230,125,145,373,0.8843,1,0.8470,Khiem
629,2,72,153,150,361,0.8693,1,0.7782,Unknown
630,1,232,125,145,373,0.8891,1,0.8470,Khiem
630,2,72,154,149,358,0.8718,1,0.7782,Unknown
631,1,233,125,144,370,0.8857,1,0.8470,Khiem
631,2,73,155,149,356,0.8704,1,0.7782,Unknown
632,1,234,126,145,373,0.8897,1,0.8470,Khiem
632,2,73,155,150,359,0.8713,1,0.7782,Unknown
633,1,235,126,146,375,0.8872,1,0.8470,Khiem
633,2,74,155,151,361,0.8568,1,0.7782,Unknown
634,1,236,126,146,375,0.8858,1,0.8470,Khiem
634,2,75,156,150,359,0.8473,1,0.7782,Unknown
635,1,236,125,146,376,0.8858,1,0.8470,Khiem
635,2,78,157,148,353,0.8511,1,0.7782,Unknown
636,1,237,125,146,376,0.8868,1,0.8470,Khiem
636,2,79,158,149,351,0.8476,1,0.7782,Unknown
637,1,238,125,145,373,0.8843,1,0.8470,Khiem
637,2,80,159,148,346,0.8423,1,0.7782,Unknown
638,1,238,125,144,370,0.8784,1,0.8470,Khiem
638,2,81,160,148,341,0.8398,1,0.7782,Unknown
639,1,238,125,144,372,0.8852,1,0.8470,Khiem
639,2,83,162,150,340,0.8475,1,0.7782,Unknown
640,1,237,125,146,375,0.8864,1,0.8470,Khiem
640,2,84,163,153,342,0.8496,1,0.7782,Unknown
641,1,236,124,146,379,0.8859,1,0.8470,Khiem
641,2,84,165,155,342,0.8534,1,0.7782,Unknown
642,1,236,124,147,381,0.8851,1,0.8470,Khiem
642,2,85,167,155,336,0.8660,1,0.7782,Unknown
643,1,235,124,146,381,0.8806,1,0.8470,Khiem
643,2,85,169,157,333,0.8635,1,0.7782,Unknown
644,1,235,124,146,381,0.8859,1,0.8470,Khiem
644,2,85,170,159,333,0.8635,1,0.7782,Unknown
645,1,235,124,146,381,0.8864,1,0.8470,Khiem
645,2,84,171,161,333,0.8577,1,0.7782,Unknown
646,1,235,124,145,379,0.8834,1,0.8470,Khiem
646,2,85,169,163,334,0.8349,1,0.7782,Unknown
647,1,235,124,144,379,0.8821,1,0.8470,Khiem
647,2,88,167,164,336,0.8345,1,0.7782,Unknown
648,1,236,125,143,378,0.8803,1,0.8470,Khiem
648,2,89,165,164,339,0.8389,1,0.7782,Unknown
649,1,236,125,143,378,0.8808,1,0.8470,Khiem
649,2,91,162,165,342,0.8403,1,0.7782,Unknown
650,1,236,125,142,375,0.8818,1,0.8470,Khiem
650,2,89,160,164,344,0.8369,1,0.7782,Unknown
651,1,237,125,141,374,0.8871,1,0.8470,Khiem
651,2,87,158,163,346,0.8505,1,0.7782,Unknown
652,1,237,125,140,372,0.8851,1,0.8470,Khiem
652,2,84,157,162,347,0.8422,1,0.7782,Unknown
653,1,238,125,139,367,0.8808,1,0.8470,Khiem
653,2,80,155,160,347,0.8321,1,0.7782,Unknown
654,1,237,125,140,370,0.8886,1,0.8470,Khiem
654,2,82,155,157,346,0.8514,1,0.7782,Unknown
655,1,238,125,139,366,0.8818,1,0.8470,Khiem
655,2,82,156,154,343,0.8456,1,0.7782,Unknown
656,1,237,125,140,369,0.8832,1,0.8470,Khiem
656,2,82,156,151,341,0.8448,1,0.7782,Unknown
657,1,237,125,141,371,0.8828,1,0.8470,Khiem
657,2,81,157,149,341,0.8522,1,0.7782,Unknown
658,1,237,125,141,369,0.8794,1,0.8470,Khiem
658,2,80,158,146,336,0.8463,1,0.7782,Unknown
659,1,237,125,142,371,0.8779,1,0.8470,Khiem
659,2,77,158,144,335,0.8425,1,0.7782,Unknown
660,1,236,125,141,370,0.8668,1,0.8470,Khiem
660,2,76,159,143,333,0.8426,1,0.7782,Unknown
661,1,236,125,142,372,0.8746,1,0.8470,Khiem
661,2,74,159,142,334,0.8373,1,0.7782,Unknown
662,1,235,124,142,372,0.8596,1,0.8470,Khiem
662,2,73,160,141,333,0.8337,1,0.7782,Unknown
663,1,232,124,141,362,0.8498,1,0.8470,Khiem
663,2,73,161,137,323,0.8357,1,0.7782,Unknown
664,1,230,125,141,359,0.8474,1,0.8470,Khiem
664,2,72,161,136,321,0.8280,1,0.7782,Unknown
665,1,229,125,142,358,0.8464,1,0.8470,Khiem
665,2,69,162,136,322,0.8311,1,0.7782,Unknown
666,1,230,125,142,357,0.8484,1,0.8470,Khiem
666,2,68,163,136,321,0.8324,1,0.7782,Unknown
667,1,233,125,143,359,0.8659,1,0.8470,Khiem
667,2,66,164,136,323,0.8405,1,0.7782,Unknown
668,1,233,125,143,359,0.8610,1,0.8470,Khiem
668,2,66,165,136,322,0.8288,1,0.7782,Unknown
669,1,233,124,144,361,0.8664,1,0.8470,Khiem
669,2,65,165,137,323,0.8293,1,0.7782,Unknown
670,1,232,124,144,361,0.8557,1,0.8470,Khiem
670,2,65,166,137,321,0.8245,1,0.7782,Unknown
671,1,232,125,144,362,0.8562,1,0.8470,Khiem
671,2,66,166,137,318,0.8198,1,0.7782,Unknown
672,1,230,125,145,362,0.8509,1,0.8470,Khiem
672,2,67,167,138,316,0.8197,1,0.7782,Unknown
673,1,230,125,144,361,0.8518,1,0.8470,Khiem
673,2,67,168,140,315,0.8230,1,0.7782,Unknown
674,1,230,125,144,359,0.8504,1,0.8470,Khiem
674,2,66,168,142,315,0.8288,1,0.7782,Unknown
675,1,228,125,144,358,0.8479,1,0.8470,Khiem
675,2,64,169,145,317,0.8335,1,0.7782,Unknown
676,1,227,125,145,359,0.8475,1,0.8470,Khiem
676,2,62,170,146,316,0.8302,1,0.7782,Unknown
677,1,227,125,145,358,0.8493,1,0.8470,Khiem
677,2,60,172,148,315,0.8360,1,0.7782,Unknown
678,1,224,126,145,354,0.8571,1,0.8470,Khiem
678,2,55,173,148,312,0.8297,1,0.7782,Unknown
679,1,224,126,146,353,0.8469,1,0.8470,Khiem
679,2,49,175,148,311,0.8463,1,0.7782,Unknown
680,1,225,127,148,357,0.8378,1,0.8470,Khiem
680,2,44,176,148,313,0.8513,1,0.7782,Unknown
681,1,228,127,149,361,0.8480,1,0.8470,Khiem
681,2,41,177,148,312,0.8446,1,0.7782,Unknown
682,1,228,127,149,362,0.8350,1,0.8470,Khiem
682,2,39,178,146,310,0.8275,1,0.7782,Unknown
683,1,223,127,149,358,0.8335,1,0.8470,Khiem
683,2,36,178,146,309,0.8330,1,0.7782,Unknown
684,1,221,128,148,353,0.8317,1,0.8470,Khiem
684,2,34,178,146,310,0.8372,1,0.7782,Unknown
685,1,218,128,147,344,0.8353,1,0.8470,Khiem
685,2,33,177,145,310,0.8448,1,0.7782,Unknown
686,1,217,130,146,336,0.8363,1,0.8470,Khiem
686,2,33,177,145,311,0.8435,1,0.7782,Unknown
687,1,217,133,144,326,0.8349,1,0.8470,Khiem
687,2,32,177,146,314,0.8453,1,0.7782,Unknown
688,1,216,134,144,320,0.8312,1,0.8470,Khiem
688,2,33,176,144,312,0.8472,1,0.7782,Unknown
689,1,214,136,146,318,0.8350,1,0.8470,Khiem
689,2,33,175,144,312,0.8554,1,0.7782,Unknown
690,1,214,137,146,313,0.8326,1,0.8470,Khiem
690,2,33,174,143,311,0.8482,1,0.7782,Unknown
691,1,211,138,147,310,0.8274,1,0.8470,Khiem
691,2,33,174,144,316,0.8496,1,0.7782,Unknown
692,1,209,140,148,306,0.8405,1,0.8470,Khiem
692,2,33,173,145,318,0.8496,1,0.7782,Unknown
693,1,204,140,152,310,0.8255,1,0.8470,Khiem
693,2,32,173,147,323,0.8520,1,0.7782,Unknown
694,1,201,140,156,313,0.8193,1,0.8470,Khiem
694,2,33,173,146,323,0.8490,1,0.7782,Unknown
695,1,200,140,156,308,0.8221,1,0.8470,Khiem
695,2,33,173,144,319,0.8518,1,0.7782,Unknown
696,1,194,142,158,310,0.8227,1,0.8470,Khiem
696,2,32,173,144,320,0.8543,1,0.7782,Unknown
697,1,190,143,164,319,0.8084,1,0.8470,Khiem
697,2,31,172,147,328,0.8563,1,0.7782,Unknown
698,1,185,144,169,325,0.8066,1,0.8470,Khiem
698,2,30,171,148,332,0.8554,1,0.7782,Unknown
699,1,182,145,172,330,0.8088,1,0.8470,Khiem
699,2,30,170,150,336,0.8593,1,0.7782,Unknown
700,1,179,147,173,332,0.8031,1,0.8470,Khiem
700,2,30,169,149,336,0.8549,1,0.7782,Unknown
701,1,180,148,175,335,0.7934,1,0.8470,Khiem
701,2,31,169,149,336,0.8506,1,0.7782,Unknown
702,1,181,149,174,334,0.8022,1,0.8470,Khiem
702,2,30,169,148,337,0.8540,1,0.7782,Unknown
703,1,182,151,173,333,0.8060,1,0.8470,Khiem
703,2,29,169,149,340,0.8536,1,0.7782,Unknown
704,1,182,152,172,331,0.8083,1,0.8470,Khiem
704,2,30,169,147,337,0.8478,1,0.7782,Unknown
705,1,180,154,171,330,0.8091,1,0.8470,Khiem
705,2,30,169,146,336,0.8445,1,0.7782,Unknown
706,1,179,155,172,332,0.8087,1,0.8470,Khiem
706,2,31,169,145,333,0.8459,1,0.7782,Unknown
707,1,179,157,172,333,0.8255,1,0.8470,Khiem
707,2,31,169,143,330,0.8439,1,0.7782,Unknown
708,1,179,159,171,332,0.8289,1,0.8470,Khiem
708,2,32,169,142,328,0.8392,1,0.7782,Unknown
709,1,176,159,174,339,0.8320,1,0.8470,Khiem
709,2,32,169,142,329,0.8392,1,0.7782,Unknown
710,1,175,161,174,339,0.8283,1,0.8470,Khiem
710,2,31,170,143,331,0.8432,1,0.7782,Unknown
711,1,172,162,175,340,0.8280,1,0.8470,Khiem
711,2,30,170,143,332,0.8485,1,0.7782,Unknown
712,1,171,163,175,339,0.8230,1,0.8470,Khiem
712,2,30,170,143,334,0.8452,1,0.7782,Unknown
713,1,172,163,173,332,0.8173,1,0.8470,Khiem
713,2,31,170,142,332,0.8394,1,0.7782,Unknown
714,1,172,163,174,331,0.8130,1,0.8470,Khiem
714,2,31,171,142,333,0.8389,1,0.7782,Unknown
715,1,171,163,174,329,0.8119,1,0.8470,Khiem
