frame_id,track_id,x,y,w,h,confidence,global_id,similarity,label
239,2,65,85,139,418,0.7559,1,0.7782,Unknown
240,1,442,152,195,355,0.8471,1,0.8470,Khiem
240,2,63,85,139,418,0.7599,1,0.7782,Unknown
241,1,443,152,195,354,0.8466,1,0.8470,Khiem
241,2,63,86,139,416,0.7624,1,0.7782,Unknown
242,1,443,152,195,354,0.8475,1,0.8470,Khiem
242,2,63,86,140,417,0.7598,1,0.7782,Unknown
243,1,443,152,195,354,0.8485,1,0.8470,Khiem
243,2,63,87,140,417,0.7537,1,0.7782,Unknown
244,1,442,152,195,355,0.8503,1,0.8470,Khiem
244,2,63,86,141,417,0.7608,1,0.7782,Unknown
245,1,442,152,195,355,0.8509,1,0.8470,Khiem
245,2,63,86,142,417,0.7627,1,0.7782,Unknown
246,1,442,152,195,355,0.8518,1,0.8470,Khiem
246,2,62,86,143,418,0.7621,1,0.7782,Unknown
247,1,442,152,194,354,0.8532,1,0.8470,Khiem
247,2,61,86,144,418,0.7647,1,0.7782,Unknown
248,1,442,152,194,354,0.8533,1,0.8470,Khiem
248,2,62,86,145,416,0.7608,1,0.7782,Unknown
249,1,442,152,194,354,0.8537,1,0.8470,Khiem
249,2,61,86,146,417,0.7644,1,0.7782,Unknown
250,1,442,152,195,356,0.8545,1,0.8470,Khiem
250,2,59,85,147,422,0.7723,1,0.7782,Unknown
251,1,442,153,195,356,0.8546,1,0.8470,Khiem
251,2,59,85,147,422,0.7721,1,0.7782,Unknown
252,1,443,153,194,355,0.8541,1,0.8470,Khiem
252,2,59,86,146,420,0.7732,1,0.7782,Unknown
253,1,443,153,194,355,0.8541,1,0.8470,Khiem
253,2,60,86,146,419,0.7746,1,0.7782,Unknown
254,1,443,153,194,355,0.8541,1,0.8470,Khiem
254,2,61,86,145,418,0.7729,1,0.7782,Unknown
255,1,443,153,194,355,0.8541,1,0.8470,Khiem
255,2,61,86,144,417,0.7762,1,0.7782,Unknown
256,1,442,153,194,355,0.8545,1,0.8470,Khiem
256,2,62,86,143,416,0.7754,1,0.7782,Unknown
257,1,443,153,194,355,0.8550,1,0.8470,Khiem
257,2,62,85,144,418,0.7721,1,0.7782,Unknown
258,1,443,153,193,354,0.8554,1,0.8470,Khiem
258,2,61,85,146,422,0.7413,1,0.7782,Unknown
259,1,443,152,193,354,0.8550,1,0.8470,Khiem
259,2,61,83,147,426,0.7511,1,0.7782,Unknown
260,1,443,152,193,354,0.8541,1,0.8470,Khiem
260,2,61,84,146,427,0.7719,1,0.7782,Unknown
261,1,443,153,193,354,0.8545,1,0.8470,Khiem
261,2,59,80,148,437,0.7839,1,0.7782,Unknown
262,1,443,153,193,354,0.8545,1,0.8470,Khiem
262,2,58,82,146,439,0.7967,1,0.7782,Unknown
263,1,443,153,193,353,0.8559,1,0.8470,Khiem
263,2,58,88,141,429,0.7990,1,0.7782,Unknown
264,1,444,153,193,353,0.8564,1,0.8470,Khiem
264,2,60,99,133,410,0.7990,1,0.7782,Unknown
265,1,444,153,192,353,0.8560,1,0.8470,Khiem
265,2,65,109,129,395,0.7840,1,0.7782,Unknown
266,1,443,153,193,353,0.8559,1,0.8470,Khiem
266,2,71,121,126,376,0.7678,1,0.7782,Unknown
267,1,443,153,192,353,0.8568,1,0.8470,Khiem
267,2,68,135,123,361,0.7835,1,0.7782,Unknown
268,1,443,153,192,353,0.8559,1,0.8470,Khiem
268,2,67,156,118,336,0.7856,1,0.7782,Unknown
269,1,443,153,192,352,0.8582,1,0.8470,Khiem
269,2,68,169,115,314,0.7934,1,0.7782,Unknown
270,1,443,153,192,352,0.8592,1,0.8470,Khiem
270,2,62,174,115,308,0.8137,1,0.7782,Unknown
271,1,443,153,192,354,0.8597,1,0.8470,Khiem
271,2,57,175,118,309,0.8240,1,0.7782,Unknown
272,1,443,153,192,354,0.8602,1,0.8470,Khiem
272,2,56,176,117,299,0.8103,1,0.7782,Unknown
273,1,444,153,191,352,0.8592,1,0.8470,Khiem
273,2,56,176,112,281,0.8089,1,0.7782,Unknown
274,1,444,153,191,351,0.8587,1,0.8470,Khiem
274,2,55,177,113,277,0.8182,1,0.7782,Unknown
275,1,444,153,190,350,0.8587,1,0.8470,Khiem
275,2,53,178,119,285,0.8300,1,0.7782,Unknown
276,1,444,153,190,349,0.8596,1,0.8470,Khiem
276,2,51,179,122,288,0.8406,1,0.7782,Unknown
277,1,444,153,190,349,0.8601,1,0.8470,Khiem
277,2,49,179,125,290,0.8392,1,0.7782,Unknown
278,1,444,153,191,349,0.8606,1,0.8470,Khiem
278,2,47,179,129,294,0.8412,1,0.7782,Unknown
279,1,444,153,191,350,0.8601,1,0.8470,Khiem
279,2,46,180,131,293,0.8387,1,0.7782,Unknown
280,1,444,153,191,349,0.8597,1,0.8470,Khiem
280,2,44,180,136,299,0.8382,1,0.7782,Unknown
281,1,443,154,191,350,0.8602,1,0.8470,Khiem
281,2,42,179,141,307,0.8359,1,0.7782,Unknown
282,1,444,154,191,349,0.8606,1,0.8470,Khiem
282,2,40,179,144,307,0.8359,1,0.7782,Unknown
283,1,444,154,191,350,0.8607,1,0.8470,Khiem
283,2,38,180,146,309,0.8360,1,0.7782,Unknown
284,1,443,154,191,349,0.8597,1,0.8470,Khiem
284,2,36,179,149,312,0.8370,1,0.7782,Unknown
285,1,444,155,190,348,0.8568,1,0.8470,Khiem
285,2,35,179,151,314,0.8298,1,0.7782,Unknown
286,1,443,155,190,348,0.8563,1,0.8470,Khiem
286,2,33,180,154,316,0.8255,1,0.7782,Unknown
287,1,443,155,190,348,0.8573,1,0.8470,Khiem
287,2,38,200,144,289,0.8085,1,0.7782,Unknown
288,1,443,155,189,346,0.8582,1,0.8470,Khiem
288,2,40,212,139,273,0.8011,1,0.7782,Unknown
289,1,443,155,189,346,0.8568,1,0.8470,Khiem
289,2,39,216,140,270,0.8014,1,0.7782,Unknown
290,1,442,155,189,347,0.8573,1,0.8470,Khiem
290,2,38,219,141,266,0.8024,1,0.7782,Unknown
291,1,442,155,189,347,0.8577,1,0.8470,Khiem
291,2,39,220,138,255,0.7861,1,0.7782,Unknown
292,1,443,155,189,346,0.8577,1,0.8470,Khiem
292,2,39,222,137,249,0.7950,1,0.7782,Unknown
293,1,443,154,189,346,0.8554,1,0.8470,Khiem
293,2,38,217,140,252,0.7779,1,0.7782,Unknown
294,1,443,154,189,347,0.8563,1,0.8470,Khiem
294,2,38,216,142,251,0.8033,1,0.7782,Unknown
295,1,443,154,190,349,0.8573,1,0.8470,Khiem
295,2,38,214,143,251,0.8088,1,0.7782,Unknown
296,1,444,153,192,351,0.8550,1,0.8470,Khiem
296,2,31,192,160,281,0.8175,1,0.7782,Unknown
297,1,444,153,192,352,0.8545,1,0.8470,Khiem
297,2,29,184,163,290,0.8228,1,0.7782,Unknown
298,1,444,153,193,353,0.8550,1,0.8470,Khiem
298,2,27,180,165,295,0.8339,1,0.7782,Unknown
299,1,444,153,193,353,0.8563,1,0.8470,Khiem
299,2,28,178,165,298,0.8480,1,0.7782,Unknown
300,1,444,153,192,352,0.8568,1,0.8470,Khiem
300,2,28,177,164,300,0.8484,1,0.7782,Unknown
301,1,444,153,193,352,0.8568,1,0.8470,Khiem
301,2,30,177,162,299,0.8475,1,0.7782,Unknown
302,1,444,153,192,350,0.8563,1,0.8470,Khiem
302,2,33,177,157,292,0.8459,1,0.7782,Unknown
303,1,445,153,193,350,0.8568,1,0.8470,Khiem
303,2,36,177,154,289,0.8440,1,0.7782,Unknown
304,1,445,153,192,349,0.8573,1,0.8470,Khiem
304,2,39,177,152,286,0.8464,1,0.7782,Unknown
305,1,445,153,193,349,0.8588,1,0.8470,Khiem
305,2,41,177,149,284,0.8487,1,0.7782,Unknown
306,1,444,153,193,349,0.8593,1,0.8470,Khiem
306,2,42,177,150,288,0.8370,1,0.7782,Unknown
307,1,444,154,193,349,0.8593,1,0.8470,Khiem
307,2,42,175,152,295,0.8386,1,0.7782,Unknown
308,1,444,154,193,350,0.8588,1,0.8470,Khiem
308,2,43,174,153,301,0.8357,1,0.7782,Unknown
309,1,444,154,194,350,0.8577,1,0.8470,Khiem
309,2,43,172,153,304,0.8308,1,0.7782,Unknown
310,1,443,154,194,351,0.8583,1,0.8470,Khiem
310,2,43,172,153,308,0.8313,1,0.7782,Unknown
311,1,443,154,195,352,0.8583,1,0.8470,Khiem
311,2,44,171,152,307,0.8298,1,0.7782,Unknown
312,1,443,154,195,352,0.8574,1,0.8470,Khiem
312,2,46,171,150,306,0.8260,1,0.7782,Unknown
313,1,444,154,194,351,0.8555,1,0.8470,Khiem
313,2,46,171,147,302,0.8152,1,0.7782,Unknown
314,1,444,154,193,349,0.8554,1,0.8470,Khiem
314,2,45,171,144,297,0.8123,1,0.7782,Unknown
315,1,443,154,194,349,0.8554,1,0.8470,Khiem
315,2,46,171,144,298,0.8148,1,0.7782,Unknown
316,1,444,154,194,349,0.8536,1,0.8470,Khiem
316,2,47,173,145,305,0.8376,1,0.7782,Unknown
317,1,444,154,195,350,0.8531,1,0.8470,Khiem
317,2,48,173,146,310,0.8357,1,0.7782,Unknown
318,1,444,154,195,350,0.8531,1,0.8470,Khiem
318,2,49,174,144,308,0.8192,1,0.7782,Unknown
319,1,445,154,195,349,0.8536,1,0.8470,Khiem
319,2,48,174,142,304,0.8018,1,0.7782,Unknown
320,1,444,154,195,349,0.8545,1,0.8470,Khiem
320,2,48,174,141,303,0.8134,1,0.7782,Unknown
321,1,444,154,195,349,0.8550,1,0.8470,Khiem
321,2,49,175,140,302,0.8144,1,0.7782,Unknown
322,1,444,154,195,350,0.8545,1,0.8470,Khiem
322,2,50,175,140,302,0.8149,1,0.7782,Unknown
323,1,444,154,196,350,0.8554,1,0.8470,Khiem
323,2,50,176,137,297,0.8163,1,0.7782,Unknown
324,1,444,154,196,350,0.8550,1,0.8470,Khiem
324,2,50,177,135,293,0.8183,1,0.7782,Unknown
325,1,444,154,195,349,0.8550,1,0.8470,Khiem
325,2,50,177,135,294,0.8275,1,0.7782,Unknown
326,1,443,154,195,349,0.8554,1,0.8470,Khiem
326,2,49,177,134,293,0.8202,1,0.7782,Unknown
327,1,444,154,195,350,0.8550,1,0.8470,Khiem
327,2,49,176,135,295,0.8270,1,0.7782,Unknown
328,1,443,155,195,349,0.8521,1,0.8470,Khiem
328,2,48,176,134,296,0.8266,1,0.7782,Unknown
329,1,443,155,195,349,0.8531,1,0.8470,Khiem
329,2,48,176,134,296,0.8242,1,0.7782,Unknown
330,1,443,155,196,351,0.8541,1,0.8470,Khiem
330,2,47,175,136,300,0.8256,1,0.7782,Unknown
331,1,443,155,196,351,0.8545,1,0.8470,Khiem
331,2,46,174,137,302,0.8214,1,0.7782,Unknown
332,1,442,156,195,351,0.8541,1,0.8470,Khiem
332,2,47,174,136,299,0.8139,1,0.7782,Unknown
333,1,443,155,195,350,0.8545,1,0.8470,Khiem
333,2,46,174,137,299,0.8125,1,0.7782,Unknown
334,1,443,155,195,350,0.8525,1,0.8470,Khiem
334,2,44,175,139,302,0.8174,1,0.7782,Unknown
335,1,443,155,194,349,0.8530,1,0.8470,Khiem
335,2,42,175,142,309,0.8222,1,0.7782,Unknown
336,1,443,155,194,349,0.8544,1,0.8470,Khiem
336,2,41,175,143,312,0.8289,1,0.7782,Unknown
337,1,443,155,194,349,0.8558,1,0.8470,Khiem
337,2,41,176,145,314,0.8299,1,0.7782,Unknown
338,1,443,155,194,349,0.8558,1,0.8470,Khiem
338,2,42,177,145,311,0.8304,1,0.7782,Unknown
339,1,444,155,194,348,0.8558,1,0.8470,Khiem
339,2,43,177,146,312,0.8348,1,0.7782,Unknown
340,1,444,154,194,348,0.8553,1,0.8470,Khiem
340,2,41,178,147,313,0.8367,1,0.7782,Unknown
341,1,443,154,194,349,0.8562,1,0.8470,Khiem
341,2,42,179,147,310,0.8348,1,0.7782,Unknown
342,1,443,154,194,349,0.8567,1,0.8470,Khiem
342,2,41,180,147,308,0.8469,1,0.7782,Unknown
343,1,443,154,194,349,0.8568,1,0.8470,Khiem
343,2,41,181,147,308,0.8484,1,0.7782,Unknown
344,1,443,154,194,349,0.8563,1,0.8470,Khiem
344,2,41,183,148,307,0.8479,1,0.7782,Unknown
345,1,444,154,193,348,0.8559,1,0.8470,Khiem
345,2,40,184,149,308,0.8503,1,0.7782,Unknown
346,1,445,153,193,347,0.8611,1,0.8470,Khiem
346,2,44,188,147,301,0.8359,1,0.7782,Unknown
347,1,445,153,193,347,0.8639,1,0.8470,Khiem
347,2,45,189,148,299,0.8340,1,0.7782,Unknown
348,1,445,153,194,351,0.8649,1,0.8470,Khiem
348,2,46,189,148,298,0.8263,1,0.7782,Unknown
349,1,444,153,196,354,0.8663,1,0.8470,Khiem
349,2,44,186,152,303,0.8207,1,0.7782,Unknown
350,1,444,154,196,355,0.8659,1,0.8470,Khiem
350,2,44,184,155,307,0.8187,1,0.7782,Unknown
351,1,445,155,195,353,0.8659,1,0.8470,Khiem
351,2,44,182,158,310,0.8211,1,0.7782,Unknown
352,1,445,155,194,352,0.8664,1,0.8470,Khiem
352,2,43,181,160,313,0.8165,1,0.7782,Unknown
353,1,446,155,194,352,0.8659,1,0.8470,Khiem
353,2,41,180,162,317,0.8156,1,0.7782,Unknown
354,1,446,155,194,352,0.8654,1,0.8470,Khiem
354,2,40,179,164,320,0.8135,1,0.7782,Unknown
355,1,446,155,193,352,0.8630,1,0.8470,Khiem
355,2,38,178,166,324,0.8205,1,0.7782,Unknown
356,1,446,155,193,352,0.8634,1,0.8470,Khiem
356,2,37,178,169,330,0.8178,1,0.7782,Unknown
357,1,447,156,193,351,0.8639,1,0.8470,Khiem
357,2,36,179,171,333,0.8212,1,0.7782,Unknown
358,1,447,156,192,350,0.8643,1,0.8470,Khiem
358,2,36,179,171,333,0.8179,1,0.7782,Unknown
359,1,447,156,192,348,0.8643,1,0.8470,Khiem
359,2,42,198,157,302,0.8154,1,0.7782,Unknown
360,1,447,155,192,348,0.8668,1,0.8470,Khiem
360,2,44,207,152,288,0.8340,1,0.7782,Unknown
361,1,447,155,192,348,0.8672,1,0.8470,Khiem
361,2,44,211,151,285,0.8312,1,0.7782,Unknown
362,1,447,155,192,348,0.8672,1,0.8470,Khiem
362,2,44,213,150,280,0.8340,1,0.7782,Unknown
363,1,446,154,193,349,0.8658,1,0.8470,Khiem
363,2,44,213,149,276,0.8315,1,0.7782,Unknown
364,1,446,154,193,349,0.8668,1,0.8470,Khiem
364,2,43,214,149,275,0.8310,1,0.7782,Unknown
365,1,446,153,192,348,0.8649,1,0.8470,Khiem
365,2,43,214,150,273,0.8265,1,0.7782,Unknown
366,1,446,153,192,348,0.8639,1,0.8470,Khiem
366,2,42,213,151,274,0.8204,1,0.7782,Unknown
367,1,446,152,193,348,0.8625,1,0.8470,Khiem
367,2,42,212,152,273,0.8215,1,0.7782,Unknown
368,1,446,152,194,349,0.8625,1,0.8470,Khiem
368,2,41,212,154,275,0.8266,1,0.7782,Unknown
369,1,446,152,194,350,0.8610,1,0.8470,Khiem
369,2,41,212,154,274,0.8212,1,0.7782,Unknown
370,1,446,152,194,350,0.8620,1,0.8470,Khiem
370,2,41,212,154,271,0.8193,1,0.7782,Unknown
371,1,446,152,195,350,0.8616,1,0.8470,Khiem
371,2,41,212,154,269,0.8118,1,0.7782,Unknown
372,1,446,152,195,350,0.8611,1,0.8470,Khiem
372,2,39,211,153,266,0.8192,1,0.7782,Unknown
373,1,446,153,194,348,0.8616,1,0.8470,Khiem
373,2,37,211,153,265,0.8254,1,0.7782,Unknown
374,1,446,154,194,348,0.8616,1,0.8470,Khiem
374,2,35,211,156,268,0.8179,1,0.7782,Unknown
375,1,446,154,194,348,0.8620,1,0.8470,Khiem
375,2,34,211,158,269,0.8187,1,0.7782,Unknown
376,1,445,155,193,347,0.8611,1,0.8470,Khiem
376,2,33,212,158,268,0.8343,1,0.7782,Unknown
377,1,444,155,193,348,0.8607,1,0.8470,Khiem
377,2,33,213,157,266,0.8353,1,0.7782,Unknown
378,1,444,155,193,349,0.8592,1,0.8470,Khiem
378,2,32,214,157,264,0.8383,1,0.7782,Unknown
379,1,444,155,194,350,0.8582,1,0.8470,Khiem
379,2,30,215,162,273,0.8385,1,0.7782,Unknown
380,1,444,155,194,351,0.8588,1,0.8470,Khiem
380,2,27,216,165,278,0.8356,1,0.7782,Unknown
381,1,444,155,194,351,0.8555,1,0.8470,Khiem
381,2,26,217,165,277,0.8187,1,0.7782,Unknown
382,1,444,154,193,350,0.8555,1,0.8470,Khiem
382,2,25,218,162,272,0.8131,1,0.7782,Unknown
383,1,445,154,193,350,0.8550,1,0.8470,Khiem
383,2,26,219,160,267,0.8098,1,0.7782,Unknown
384,1,446,154,193,350,0.8574,1,0.8470,Khiem
384,2,29,220,158,260,0.7811,1,0.7782,Unknown
385,1,446,154,193,350,0.8573,1,0.8470,Khiem
385,2,30,223,161,263,0.7789,1,0.7782,Unknown
386,1,446,154,194,351,0.8569,1,0.8470,Khiem
386,2,30,224,162,262,0.7779,1,0.7782,Unknown
387,1,445,154,194,352,0.8565,1,0.8470,Khiem
387,2,30,225,165,264,0.7773,1,0.7782,Unknown
388,1,445,154,194,351,0.8569,1,0.8470,Khiem
388,2,29,226,166,261,0.7679,1,0.7782,Unknown
389,1,445,153,195,352,0.8550,1,0.8470,Khiem
389,2,27,226,167,261,0.7655,1,0.7782,Unknown
390,1,445,153,195,352,0.8550,1,0.8470,Khiem
390,2,28,226,169,261,0.7600,1,0.7782,Unknown
391,1,445,153,195,351,0.8559,1,0.8470,Khiem
391,2,25,225,169,261,0.7663,1,0.7782,Unknown
392,1,444,153,195,352,0.8578,1,0.8470,Khiem
392,2,23,224,170,262,0.7684,1,0.7782,Unknown
393,1,444,154,195,351,0.8588,1,0.8470,Khiem
393,2,21,223,172,265,0.7729,1,0.7782,Unknown
394,1,444,154,195,351,0.8563,1,0.8470,Khiem
394,2,20,222,172,266,0.7667,1,0.7782,Unknown
395,1,444,154,195,351,0.8574,1,0.8470,Khiem
395,2,19,221,171,266,0.7725,1,0.7782,Unknown
396,1,444,154,195,351,0.8577,1,0.8470,Khiem
396,2,18,218,173,272,0.7786,1,0.7782,Unknown
397,1,444,154,195,352,0.8554,1,0.8470,Khiem
397,2,19,215,173,274,0.7914,1,0.7782,Unknown
398,1,444,154,196,352,0.8554,1,0.8470,Khiem
398,2,18,210,175,281,0.7824,1,0.7782,Unknown
399,1,444,154,196,353,0.8545,1,0.8470,Khiem
399,2,17,205,179,291,0.7847,1,0.7782,Unknown
400,1,444,154,196,352,0.8554,1,0.8470,Khiem
400,2,17,200,178,293,0.8079,1,0.7782,Unknown
401,1,444,154,195,350,0.8563,1,0.8470,Khiem
401,2,19,196,176,292,0.8060,1,0.7782,Unknown
402,1,445,154,194,349,0.8554,1,0.8470,Khiem
402,2,21,193,174,291,0.7946,1,0.7782,Unknown
403,1,444,154,194,348,0.8563,1,0.8470,Khiem
403,2,20,190,176,298,0.8019,1,0.7782,Unknown
404,1,444,154,195,349,0.8568,1,0.8470,Khiem
404,2,21,189,176,299,0.7918,1,0.7782,Unknown
405,1,444,154,195,349,0.8573,1,0.8470,Khiem
405,2,25,189,170,291,0.7918,1,0.7782,Unknown
406,1,444,153,195,349,0.8568,1,0.8470,Khiem
406,2,29,190,165,282,0.7898,1,0.7782,Unknown
407,1,444,154,196,350,0.8568,1,0.8470,Khiem
407,2,31,192,163,278,0.7841,1,0.7782,Unknown
408,1,444,154,196,350,0.8568,1,0.8470,Khiem
408,2,31,194,161,277,0.7950,1,0.7782,Unknown
409,1,444,154,196,352,0.8568,1,0.8470,Khiem
409,2,32,195,161,275,0.7904,1,0.7782,Unknown
410,1,444,154,196,351,0.8573,1,0.8470,Khiem
410,2,33,195,159,273,0.7966,1,0.7782,Unknown
411,1,444,154,196,351,0.8578,1,0.8470,Khiem
411,2,34,194,158,270,0.7996,1,0.7782,Unknown
412,1,444,153,195,349,0.8578,1,0.8470,Khiem
412,2,34,191,158,269,0.8087,1,0.7782,Unknown
413,1,445,154,195,349,0.8578,1,0.8470,Khiem
413,2,33,187,161,274,0.8038,1,0.7782,Unknown
414,1,445,154,195,348,0.8578,1,0.8470,Khiem
414,2,33,183,161,276,0.7999,1,0.7782,Unknown
415,1,445,153,195,348,0.8583,1,0.8470,Khiem
415,2,35,180,161,276,0.7953,1,0.7782,Unknown
416,1,445,153,195,348,0.8588,1,0.8470,Khiem
416,2,33,178,164,283,0.7927,1,0.7782,Unknown
417,1,445,153,196,349,0.8592,1,0.8470,Khiem
417,2,32,176,166,288,0.8122,1,0.7782,Unknown
418,1,445,153,195,348,0.8592,1,0.8470,Khiem
418,2,31,174,169,295,0.8150,1,0.7782,Unknown
419,1,445,154,196,348,0.8602,1,0.8470,Khiem
419,2,30,172,171,304,0.8281,1,0.7782,Unknown
420,1,445,154,196,349,0.8588,1,0.8470,Khiem
420,2,30,170,171,307,0.8382,1,0.7782,Unknown
421,1,444,153,196,349,0.8578,1,0.8470,Khiem
421,2,30,168,171,312,0.8369,1,0.7782,Unknown
422,1,444,153,196,350,0.8573,1,0.8470,Khiem
422,2,31,167,170,314,0.8393,1,0.7782,Unknown
423,1,444,153,196,349,0.8559,1,0.8470,Khiem
423,2,34,166,166,310,0.8324,1,0.7782,Unknown
424,1,445,153,196,348,0.8563,1,0.8470,Khiem
424,2,35,165,164,308,0.8367,1,0.7782,Unknown
425,1,445,153,197,349,0.8563,1,0.8470,Khiem
425,2,37,165,162,307,0.8406,1,0.7782,Unknown
426,1,445,153,197,349,0.8563,1,0.8470,Khiem
426,2,39,165,161,307,0.8430,1,0.7782,Unknown
427,1,444,153,198,350,0.8554,1,0.8470,Khiem
427,2,40,164,162,311,0.8494,1,0.7782,Unknown
428,1,444,153,198,350,0.8564,1,0.8470,Khiem
428,2,41,163,161,312,0.8440,1,0.7782,Unknown
429,1,444,153,198,350,0.8564,1,0.8470,Khiem
429,2,41,162,162,315,0.8455,1,0.7782,Unknown
430,1,444,153,198,349,0.8564,1,0.8470,Khiem
430,2,42,162,161,316,0.8454,1,0.7782,Unknown
431,1,444,153,198,350,0.8559,1,0.8470,Khiem
431,2,42,161,161,318,0.8523,1,0.7782,Unknown
432,1,444,153,198,350,0.8550,1,0.8470,Khiem
432,2,42,161,162,322,0.8552,1,0.7782,Unknown
433,1,444,153,198,350,0.8559,1,0.8470,Khiem
433,2,42,161,162,325,0.8548,1,0.7782,Unknown
434,1,444,153,198,350,0.8550,1,0.8470,Khiem
434,2,43,161,160,323,0.8557,1,0.7782,Unknown
435,1,444,153,198,350,0.8554,1,0.8470,Khiem
435,2,44,162,159,321,0.8542,1,0.7782,Unknown
436,1,444,153,198,350,0.8563,1,0.8470,Khiem
436,2,45,162,158,321,0.8557,1,0.7782,Unknown
437,1,444,153,198,350,0.8559,1,0.8470,Khiem
437,2,45,162,158,322,0.8571,1,0.7782,Unknown
438,1,444,153,198,351,0.8573,1,0.8470,Khiem
438,2,45,162,158,323,0.8605,1,0.7782,Unknown
439,1,444,153,198,350,0.8563,1,0.8470,Khiem
439,2,45,162,158,325,0.8625,1,0.7782,Unknown
440,1,444,153,198,351,0.8554,1,0.8470,Khiem
440,2,45,162,157,326,0.8636,1,0.7782,Unknown
441,1,444,153,199,352,0.8568,1,0.8470,Khiem
441,2,45,162,157,328,0.8656,1,0.7782,Unknown
442,1,444,154,198,352,0.8559,1,0.8470,Khiem
442,2,45,162,157,329,0.8617,1,0.7782,Unknown
443,1,444,154,199,353,0.8554,1,0.8470,Khiem
443,2,44,162,157,330,0.8598,1,0.7782,Unknown
444,1,444,154,199,354,0.8550,1,0.8470,Khiem
444,2,44,162,155,329,0.8603,1,0.7782,Unknown
445,1,443,154,200,356,0.8564,1,0.8470,Khiem
445,2,45,161,154,328,0.8559,1,0.7782,Unknown
446,1,444,154,200,356,0.8554,1,0.8470,Khiem
446,2,46,162,151,323,0.8553,1,0.7782,Unknown
447,1,444,153,200,356,0.8554,1,0.8470,Khiem
447,2,46,162,149,320,0.8527,1,0.7782,Unknown
448,1,443,153,200,356,0.8563,1,0.8470,Khiem
448,2,46,162,149,320,0.8587,1,0.7782,Unknown
449,1,444,153,199,355,0.8563,1,0.8470,Khiem
449,2,47,163,148,316,0.8426,1,0.7782,Unknown
450,1,444,153,199,355,0.8573,1,0.8470,Khiem
450,2,47,163,147,316,0.8441,1,0.7782,Unknown
451,1,444,153,198,354,0.8578,1,0.8470,Khiem
451,2,48,164,146,311,0.8401,1,0.7782,Unknown
452,1,444,153,198,354,0.8592,1,0.8470,Khiem
452,2,49,164,144,306,0.8399,1,0.7782,Unknown
453,1,445,154,197,354,0.8593,1,0.8470,Khiem
453,2,47,165,146,309,0.8446,1,0.7782,Unknown
454,1,445,154,197,354,0.8574,1,0.8470,Khiem
454,2,46,166,147,310,0.8489,1,0.7782,Unknown
455,1,445,154,197,355,0.8597,1,0.8470,Khiem
455,2,44,166,148,311,0.8491,1,0.7782,Unknown
456,1,445,154,198,355,0.8617,1,0.8470,Khiem
456,2,42,167,149,314,0.8521,1,0.7782,Unknown
457,1,445,154,198,357,0.8631,1,0.8470,Khiem
457,2,40,167,151,317,0.8545,1,0.7782,Unknown
458,1,445,154,198,357,0.8622,1,0.8470,Khiem
458,2,39,168,152,320,0.8545,1,0.7782,Unknown
459,1,446,154,198,357,0.8617,1,0.8470,Khiem
459,2,38,168,154,322,0.8541,1,0.7782,Unknown
460,1,447,154,197,356,0.8621,1,0.8470,Khiem
460,2,37,168,154,323,0.8491,1,0.7782,Unknown
461,1,447,153,198,357,0.8608,1,0.8470,Khiem
461,2,37,167,155,323,0.8461,1,0.7782,Unknown
462,1,448,153,198,357,0.8626,1,0.8470,Khiem
462,2,37,167,155,321,0.8441,1,0.7782,Unknown
463,1,448,153,197,355,0.8611,1,0.8470,Khiem
463,2,37,167,156,323,0.8446,1,0.7782,Unknown
464,1,449,153,197,353,0.8616,1,0.8470,Khiem
464,2,37,168,156,321,0.8417,1,0.7782,Unknown
465,1,449,153,197,353,0.8639,1,0.8470,Khiem
465,2,38,168,156,319,0.8355,1,0.7782,Unknown
466,1,449,153,197,352,0.8644,1,0.8470,Khiem
466,2,39,168,156,317,0.8293,1,0.7782,Unknown
467,1,449,153,197,352,0.8639,1,0.8470,Khiem
467,2,39,167,157,317,0.8297,1,0.7782,Unknown
468,1,449,153,197,352,0.8649,1,0.8470,Khiem
468,2,38,168,159,320,0.8350,1,0.7782,Unknown
469,1,449,153,198,352,0.8639,1,0.8470,Khiem
469,2,37,168,162,323,0.8451,1,0.7782,Unknown
470,1,449,153,198,353,0.8644,1,0.8470,Khiem
470,2,37,169,162,324,0.8453,1,0.7782,Unknown
471,1,448,153,198,352,0.8634,1,0.8470,Khiem
471,2,37,169,164,326,0.8433,1,0.7782,Unknown
472,1,448,153,198,352,0.8625,1,0.8470,Khiem
472,2,37,170,163,324,0.8366,1,0.7782,Unknown
473,1,448,153,199,354,0.8625,1,0.8470,Khiem
473,2,37,171,164,325,0.8457,1,0.7782,Unknown
474,1,448,153,199,354,0.8630,1,0.8470,Khiem
474,2,37,171,163,322,0.8466,1,0.7782,Unknown
475,1,448,152,200,355,0.8620,1,0.8470,Khiem
475,2,37,171,163,320,0.8418,1,0.7782,Unknown
476,1,447,152,200,357,0.8610,1,0.8470,Khiem
476,2,37,172,163,318,0.8422,1,0.7782,Unknown
477,1,445,152,202,359,0.8562,1,0.8470,Khiem
477,2,37,172,163,318,0.8359,1,0.7782,Unknown
478,1,443,151,202,358,0.8605,1,0.8470,Khiem
478,2,36,172,163,318,0.8306,1,0.7782,Unknown
479,1,438,151,204,359,0.8611,1,0.8470,Khiem
479,2,35,172,165,320,0.8335,1,0.7782,Unknown
